dataset_name,data_mode,evaluation_protocol,embedding_backend,estimator,query_policy,split_id,user_id,q,n_train_users,n_words,n_observed_labels,n_eval_labels,normalized_uncertainty_reduction,queries_to_confidence_80,runtime_seconds,nll,brier,accuracy,balanced_accuracy,auroc,average_precision_known,average_precision_unknown,expected_calibration_error,mean_predictive_entropy,uncertain_fraction_0_4_0_6,confident_fraction_0_2_0_8
responses_static,l2_grouped_residual_strategies,loou_user_generalization,fasttext,l2_grouped_native_fasttext_simplex_g12_t010_rp100,fixed_global_sequence,loou_user0,user0,100,15,31276,100,11897,0.0,,0.3945301429999972,0.4855169382977013,0.1565210372209549,0.7718752626712616,0.6984148735500554,0.7888243794097971,0.5186608099352145,0.9164580326937275,0.08810850457947696,0.4706283509731293,0.16205766159536017,0.4908800537950744
responses_static,l2_grouped_residual_strategies,loou_user_generalization,fasttext,l2_grouped_native_fasttext_simplex_g12_t010_rp100,fixed_global_sequence,loou_user0,user0,200,15,31276,200,11797,-0.03430252170337685,,0.7864875290000555,0.5046184110001626,0.16377238929271698,0.7609561752988048,0.7141227840617603,0.7918821602361009,0.5225132963020065,0.9180044734334658,0.12109949884702059,0.4867720901966095,0.17453589895736205,0.4523183860303467
responses_static,l2_grouped_residual_strategies,loou_user_generalization,fasttext,l2_grouped_native_fasttext_simplex_g12_t010_rp100,fixed_global_sequence,loou_user0,user0,1000,15,31276,1000,10997,0.003939862713670444,,1.1753679630000988,0.4707411716945052,0.15156935155391693,0.7779394380285533,0.7004782973973712,0.8040664229514971,0.5311402849621584,0.9250566359882308,0.07973689053333315,0.46877413988113403,0.16804583068109485,0.4828589615349641
responses_static,l2_grouped_residual_strategies,loou_user_generalization,fasttext,l2_grouped_native_fasttext_simplex_g12_t010_rp100,fixed_global_sequence,loou_user1,user1,100,15,31276,100,11897,0.0,,0.3841990529999748,0.5020473794221869,0.1668284833431244,0.7532150962427503,0.756010958362813,0.862738015319112,0.8619901970552586,0.8556212925818527,0.10897809615117757,0.5108351111412048,0.19231739093889216,0.3985038244935698
responses_static,l2_grouped_residual_strategies,loou_user_generalization,fasttext,l2_grouped_native_fasttext_simplex_g12_t010_rp100,fixed_global_sequence,loou_user1,user1,200,15,31276,200,11797,-0.005620630377307173,,0.7846125949999987,0.49383991071781597,0.16326555609703064,0.7601085021615664,0.7626240724845839,0.8646794078278635,0.8633886731224587,0.8581234407969331,0.10002934216386918,0.5137063264846802,0.19335424260405187,0.39484614732559126
responses_static,l2_grouped_residual_strategies,loou_user_generalization,fasttext,l2_grouped_native_fasttext_simplex_g12_t010_rp100,fixed_global_sequence,loou_user1,user1,1000,15,31276,1000,10997,-0.012557420075700163,,1.174589802000014,0.4514913343050327,0.14477548003196716,0.796580885696099,0.7971343259546055,0.8808206569445016,0.878271705997534,0.8743843218418931,0.06338551047214804,0.5172498822212219,0.18623260889333454,0.3949258888787851
responses_static,l2_grouped_residual_strategies,loou_user_generalization,fasttext,l2_grouped_native_fasttext_simplex_g12_t010_rp100,fixed_global_sequence,loou_user10,user10,100,15,31276,100,11897,0.0,,0.3960048229999984,0.487238492005386,0.15927954018115997,0.7718752626712616,0.7654096640215409,0.8429274245415993,0.885761304609186,0.7616950573820905,0.03229667247218464,0.5169367790222168,0.1916449525090359,0.38959401529797427
responses_static,l2_grouped_residual_strategies,loou_user_generalization,fasttext,l2_grouped_native_fasttext_simplex_g12_t010_rp100,fixed_global_sequence,loou_user10,user10,200,15,31276,200,11797,-0.00921667381548665,,0.7989374669999734,0.4949224271521065,0.16192610561847687,0.7678223277104349,0.772100344452556,0.8469307788478269,0.8890952045280585,0.7663733601235909,0.07289994612173216,0.5217012166976929,0.1934390099177757,0.3778079172671018
responses_static,l2_grouped_residual_strategies,loou_user_generalization,fasttext,l2_grouped_native_fasttext_simplex_g12_t010_rp100,fixed_global_sequence,loou_user10,user10,1000,15,31276,1000,10997,-0.004095582029250204,,1.2020871289998922,0.46559397817538567,0.14970169961452484,0.7941256706374465,0.7919148958295421,0.8653679025697286,0.9044113819108717,0.7882051972352832,0.05889876091318737,0.5190539360046387,0.18759661725925253,0.38274074747658454
responses_static,l2_grouped_residual_strategies,loou_user_generalization,fasttext,l2_grouped_native_fasttext_simplex_g12_t010_rp100,fixed_global_sequence,loou_user11,user11,100,15,31276,100,11897,0.0,,0.4050376589999587,0.4801607445049419,0.15588058531284332,0.775153400016811,0.7759235944350432,0.8546840568326287,0.8032768208045654,0.8849780131249945,0.07128182022691504,0.5180630683898926,0.19273766495755232,0.38555938471883666
responses_static,l2_grouped_residual_strategies,loou_user_generalization,fasttext,l2_grouped_native_fasttext_simplex_g12_t010_rp100,fixed_global_sequence,loou_user11,user11,200,15,31276,200,11797,0.0035155556087355503,,0.7955117569999857,0.47769544683934284,0.154927060008049,0.777570568788675,0.7788953670799905,0.8571433213969122,0.8056845298208501,0.8875785461241091,0.07226262832557973,0.5162417888641357,0.1915741290158515,0.3897601085021616
