dataset_name,data_mode,embedding_backend,estimator,query_policy,split_id,user_id,q,n_train_users,n_words,n_observed_labels,n_eval_labels,normalized_uncertainty_reduction,queries_to_confidence_80,runtime_seconds,nll,brier,accuracy,balanced_accuracy,auroc,average_precision_known,average_precision_unknown,expected_calibration_error,mean_predictive_entropy,uncertain_fraction_0_4_0_6,confident_fraction_0_2_0_8
responses_static,grouped_residual_irt_user_discriminative_rich,fasttext,grouped_residual_irt_anchor_cosine_g64_t010_rp100,fixed_global_sequence,loou_user0,user0,1000,15,31276,1000,10997,0.0,,0.4548433380005008,0.6337155528738582,0.15806778975475938,0.7832136037101027,0.7503259677076572,0.8415378454867934,0.6027531883670144,0.9421179202879519,0.13730364142639723,0.4032520831212948,0.12230608347731199,0.5255069564426662
responses_static,grouped_residual_irt_user_discriminative_rich,fasttext,grouped_residual_irt_anchor_cosine_g64_t010_rp100,fixed_global_sequence,loou_user1,user1,1000,15,31276,1000,10997,0.0,,0.4372902270006307,0.39631080188885065,0.12112623870618507,0.843775575156861,0.8442640266533092,0.9185221762352617,0.9151989275205845,0.9159744549581988,0.08036521460857621,0.47247400490460095,0.14167500227334728,0.4396653632808948
responses_static,grouped_residual_irt_user_discriminative_rich,fasttext,grouped_residual_irt_anchor_cosine_g64_t010_rp100,fixed_global_sequence,loou_user10,user10,1000,15,31276,1000,10997,0.0,,0.4414236640004674,0.43821010653847026,0.13736385854771796,0.8232245157770302,0.8248613262177538,0.8915381713593304,0.9218077591323081,0.839964449366739,0.06954595547102445,0.4689130776034007,0.14403928344093844,0.4463944712194235
responses_static,grouped_residual_irt_user_discriminative_rich,fasttext,grouped_residual_irt_anchor_cosine_g64_t010_rp100,fixed_global_sequence,loou_user11,user11,1000,15,31276,1000,10997,0.0,,0.4421672470016347,0.4060821730316711,0.1209643830146359,0.8318632354278439,0.8288280257238083,0.9132279778785606,0.8703296450452993,0.9364444614467721,0.0678134182760922,0.45468898799295127,0.14785850686550878,0.49067927616622714
responses_static,grouped_residual_irt_user_discriminative_rich,fasttext,grouped_residual_irt_anchor_cosine_g64_t010_rp100,fixed_global_sequence,loou_user12,user12,1000,15,31276,1000,10997,0.0,,0.5009709429996292,0.5135904885918657,0.15611545941611968,0.782849868145858,0.7905979032444281,0.8650308530769306,0.8181053557884637,0.8905302387884448,0.08597760238596483,0.4622477178375012,0.15931617713921978,0.4881331272165136
responses_static,grouped_residual_irt_user_discriminative_rich,fasttext,grouped_residual_irt_anchor_cosine_g64_t010_rp100,fixed_global_sequence,loou_user13,user13,1000,15,31276,1000,10997,0.0,,0.5113042329994641,0.4246464345357021,0.10084699218115759,0.8595071383104483,0.7299730461860894,0.9089407259164433,0.6393810675708227,0.9779838219987613,0.05674744094044841,0.295743811291519,0.10530144584886787,0.7282895335091388
responses_static,grouped_residual_irt_user_discriminative_rich,fasttext,grouped_residual_irt_anchor_cosine_g64_t010_rp100,fixed_global_sequence,loou_user14,user14,1000,15,31276,1000,10997,0.0,,0.5136722350016498,0.30799991570055074,0.08943371969448331,0.8734200236428117,0.7512780056132201,0.911913152355375,0.9812463422137613,0.6296167617973828,0.04735740762640565,0.34699403876927076,0.07847594798581431,0.6539965445121396
responses_static,grouped_residual_irt_user_discriminative_rich,fasttext,grouped_residual_irt_anchor_cosine_g64_t010_rp100,fixed_global_sequence,loou_user15,user15,1000,15,31276,1000,10997,0.0,,0.44778195099934237,0.3826147842733999,0.1145952239774767,0.8404110211875966,0.8280367097129954,0.9167201910834524,0.8520053477669619,0.9526058702169559,0.06067755034738364,0.43540516097620496,0.16131672274256614,0.5022278803309994
responses_static,grouped_residual_irt_user_discriminative_rich,fasttext,grouped_residual_irt_anchor_cosine_g64_t010_rp100,fixed_global_sequence,loou_user2,user2,1000,15,31276,1000,10997,0.0,,0.4488946430010401,0.29918878324610454,0.09166339149859014,0.8637810311903247,0.7383475936871415,0.9342741229528815,0.9801725918752371,0.7856695088834983,0.06700075042502661,0.3838653619212453,0.15440574702191506,0.5861598617804856
responses_static,grouped_residual_irt_user_discriminative_rich,fasttext,grouped_residual_irt_anchor_cosine_g64_t010_rp100,fixed_global_sequence,loou_user3,user3,1000,15,31276,1000,10997,0.0,,0.4453149940000003,0.4097631670191846,0.12767669194366832,0.8315904337546604,0.834346867430648,0.9114073855289019,0.9257846901059514,0.891990493810418,0.08494123536993897,0.47073132491592623,0.15986178048558697,0.44312085114122035
