dataset_name,data_mode,embedding_backend,estimator,query_policy,split_id,user_id,q,n_train_users,n_words,n_observed_labels,n_eval_labels,normalized_uncertainty_reduction,queries_to_confidence_80,runtime_seconds,nll,brier,accuracy,balanced_accuracy,auroc,average_precision_known,average_precision_unknown,expected_calibration_error,mean_predictive_entropy,uncertain_fraction_0_4_0_6,confident_fraction_0_2_0_8
responses_static,budget_size_est,fasttext,neural_n2c_svd_ftkernel_hybrid_w20_55_25,uniform_random,s_user0,user0,10,7,31276,10,11987,0.0,,0.12507757999992464,0.5194580707608281,0.17477498948574066,0.7318761992158171,0.7347156349019134,0.8133741778967576,0.558715891277857,0.9278771091763437,0.17036657400188085,0.5059851408004761,0.1359806456995078,0.40969383498790357
responses_static,budget_size_est,fasttext,neural_n2c_svd_ftkernel_hybrid_w20_55_25,uniform_random,s_user0,user0,20,7,31276,20,11977,-0.037082127953019794,,0.23963094700047805,0.539755594642926,0.1836976259946823,0.7078567253903315,0.7317644641893153,0.8156780031863389,0.5605740004939356,0.9291181046944217,0.19259365949581617,0.5247481465339661,0.2022209234365868,0.31226517491859396
responses_static,budget_size_est,fasttext,neural_n2c_svd_ftkernel_hybrid_w20_55_25,uniform_random,s_user0,user0,30,7,31276,30,11967,-0.03351740636318294,,0.3626566479997564,0.5390758373785136,0.18357494473457336,0.7080304169800284,0.7322904263924532,0.8174233721491879,0.5643884607198465,0.929747249117457,0.19194620789053685,0.522944450378418,0.20773794601821677,0.3117740452912175
responses_static,budget_size_est,fasttext,neural_n2c_svd_ftkernel_hybrid_w20_55_25,uniform_random,s_user0,user0,40,7,31276,40,11957,-0.016047785009863327,,0.48248284500004956,0.5611049792836287,0.1931150257587433,0.7082043990967634,0.7331646727370953,0.8119058604610079,0.554170934924365,0.9281694513693864,0.20444833267219362,0.5141050815582275,0.18541440160575395,0.4117253491678515
responses_static,budget_size_est,fasttext,neural_n2c_svd_ftkernel_hybrid_w20_55_25,uniform_random,s_user0,user0,50,7,31276,50,11947,-0.02442978708265805,,0.6062550789993111,0.5375026224123909,0.1831369549036026,0.7086297815351135,0.7326480135581943,0.8130701425660138,0.5565040006429053,0.9283449243123345,0.18802860294591636,0.5183462500572205,0.19435841633882983,0.39306938980497197
responses_static,budget_size_est,fasttext,neural_n2c_svd_ftkernel_hybrid_w20_55_25,uniform_random,s_user0,user0,100,7,31276,100,11897,-0.013546436798019843,,0.7452651849998801,0.5411933715875878,0.18423961102962494,0.7087501050685047,0.7341233135562985,0.8166322432682258,0.5614598900189535,0.929823467984122,0.19247900858719355,0.5128394365310669,0.19458687063965704,0.4022862906615113
responses_static,budget_size_est,fasttext,neural_n2c_svd_ftkernel_hybrid_w20_55_25,uniform_random,s_user1,user1,10,7,31276,10,11987,0.0,,0.11018268999941938,0.45662642914719603,0.14569909870624542,0.798198047885209,0.7978836036303997,0.8828242791962189,0.8834868332625081,0.8796133897482944,0.07543265063769676,0.5363816022872925,0.17952782180695753,0.29073162592808877
responses_static,budget_size_est,fasttext,neural_n2c_svd_ftkernel_hybrid_w20_55_25,uniform_random,s_user1,user1,20,7,31276,20,11977,0.0039187731067597585,,0.2244236850001471,0.4453858652522204,0.14178796112537384,0.8035401185605744,0.8038686721577648,0.8906172176595117,0.8922808675995846,0.8862527568690968,0.07776932136671288,0.5342796444892883,0.24972864657259747,0.3174417633798113
responses_static,budget_size_est,fasttext,neural_n2c_svd_ftkernel_hybrid_w20_55_25,uniform_random,s_user1,user1,30,7,31276,30,11967,0.00239537992596947,,0.34380844599945704,0.44847212695888355,0.14245270192623138,0.807971922787666,0.8069514170221493,0.8892120103881239,0.8904653807270284,0.8850494159305375,0.07629258699949854,0.5350967645645142,0.15425754157265814,0.30918358820088576
responses_static,budget_size_est,fasttext,neural_n2c_svd_ftkernel_hybrid_w20_55_25,uniform_random,s_user1,user1,40,7,31276,40,11957,0.018711655419108145,,0.46228625500043563,0.4466215559324486,0.14207781851291656,0.8049678012879485,0.8035745374037512,0.8881692636245827,0.8885190132779107,0.8848766331798594,0.07031800811696715,0.5263450145721436,0.15062306598645145,0.4230158066404617
responses_static,budget_size_est,fasttext,neural_n2c_svd_ftkernel_hybrid_w20_55_25,uniform_random,s_user1,user1,50,7,31276,50,11947,0.021302279478030314,,0.5829137479995552,0.44432532197115443,0.1411115676164627,0.8068971289863565,0.8064020311264288,0.8881390460432321,0.8898593697786642,0.8842792373617033,0.06923774791571341,0.5249554514884949,0.1530928266510421,0.36201556876203234
responses_static,budget_size_est,fasttext,neural_n2c_svd_ftkernel_hybrid_w20_55_25,uniform_random,s_user1,user1,100,7,31276,100,11897,0.010511846329421412,,0.7200292309989891,0.4409287888840843,0.13975811004638672,0.8094477599394806,0.8095707780760646,0.8917490065354488,0.8922404878594425,0.88805807014133,0.07246569652857775,0.5307432413101196,0.15903168866100698,0.3213415146675633
responses_static,budget_size_est,fasttext,neural_n2c_svd_ftkernel_hybrid_w20_55_25,uniform_random,s_user10,user10,10,7,31276,10,11987,0.0,,0.1122795089995634,0.5070595387591025,0.16730932891368866,0.7430549762242429,0.7550472399276467,0.8454678237569985,0.8878133800671099,0.7851326075831285,0.08716404279522257,0.529701828956604,0.20030032535246517,0.35288228914657543
responses_static,budget_size_est,fasttext,neural_n2c_svd_ftkernel_hybrid_w20_55_25,uniform_random,s_user10,user10,20,7,31276,20,11977,-0.008486740403482781,,0.2261960989999352,0.5146594047363375,0.17121300101280212,0.7405026300409118,0.753212177628417,0.8445048353386415,0.8871948090338155,0.7833368022738504,0.10102654942524017,0.5341972708702087,0.2316105869583368,0.30391583869082406
responses_static,budget_size_est,fasttext,neural_n2c_svd_ftkernel_hybrid_w20_55_25,uniform_random,s_user10,user10,30,7,31276,30,11967,-0.015464184337389256,,0.343724715999997,0.5194708720200724,0.17319242656230927,0.7406200384390407,0.7537200373921172,0.8427315811213287,0.884947775642524,0.782819507759122,0.10596609274735572,0.5378932356834412,0.228127350213086,0.3107712877078633
responses_static,budget_size_est,fasttext,neural_n2c_svd_ftkernel_hybrid_w20_55_25,uniform_random,s_user10,user10,40,7,31276,40,11957,0.02160343029903942,,0.4607405999995535,0.5404382189013648,0.18129996955394745,0.7419085054779627,0.7602103002324949,0.8478622515151492,0.8898107366358796,0.7869766913390897,0.14116321031670614,0.5182584524154663,0.1277912519862842,0.39550054361461906
responses_static,budget_size_est,fasttext,neural_n2c_svd_ftkernel_hybrid_w20_55_25,uniform_random,s_user10,user10,50,7,31276,50,11947,0.017470840860311365,,0.5832997569996223,0.5162878189848067,0.17224721610546112,0.7425295053151418,0.7555482191806323,0.8469762953000144,0.8888476205812995,0.7861801387629493,0.10642018379267665,0.5204474925994873,0.19184732568845736,0.33087804469741355
responses_static,budget_size_est,fasttext,neural_n2c_svd_ftkernel_hybrid_w20_55_25,uniform_random,s_user10,user10,100,7,31276,100,11897,0.010237965405795166,,0.7205722130001959,0.5084089628990321,0.16901043057441711,0.7429604101874422,0.7560274421686166,0.8490775913205302,0.8911025674777384,0.7876920899969803,0.09751580726028723,0.5242787599563599,0.2229133394973523,0.32899050180717826
responses_static,budget_size_est,fasttext,neural_n2c_svd_ftkernel_hybrid_w20_55_25,uniform_random,s_user11,user11,10,7,31276,10,11987,0.0,,0.11140467999939574,0.46220416906237727,0.14857463538646698,0.7907733377825978,0.7967633031490202,0.880506279902431,0.8386914077461812,0.9085308913394878,0.10478506744581695,0.5332045555114746,0.1895386668891299,0.2857262033870026
responses_static,budget_size_est,fasttext,neural_n2c_svd_ftkernel_hybrid_w20_55_25,uniform_random,s_user11,user11,20,7,31276,20,11977,0.009441755625727166,,0.22490646400001424,0.4625328916191038,0.14895886182785034,0.786757952742757,0.8008910476790079,0.8850519440453328,0.8414521623335572,0.9127267875984664,0.10636093556243946,0.5281701683998108,0.16540035067212155,0.3255406195207481
responses_static,budget_size_est,fasttext,neural_n2c_svd_ftkernel_hybrid_w20_55_25,uniform_random,s_user11,user11,30,7,31276,30,11967,0.022869453976038512,,0.3429543530000956,0.4513805454893996,0.14379464089870453,0.8032923873986797,0.8017662111208586,0.8845902290213685,0.8413714227972982,0.9133368570163296,0.08701722860632659,0.5210104584693909,0.15317122085735774,0.3874822428344614
responses_static,budget_size_est,fasttext,neural_n2c_svd_ftkernel_hybrid_w20_55_25,uniform_random,s_user11,user11,40,7,31276,40,11957,0.028294637595230238,,0.4627389389988821,0.4545271886537003,0.14522522687911987,0.7968553985113322,0.8012391324307335,0.8818764073754278,0.8353067935300849,0.9117529689392443,0.08943741908238526,0.5181177258491516,0.14702684619887932,0.40787823032533244
responses_static,budget_size_est,fasttext,neural_n2c_svd_ftkernel_hybrid_w20_55_25,uniform_random,s_user11,user11,50,7,31276,50,11947,0.0272225009412356,,0.5836746009990748,0.4519661589417549,0.14435341954231262,0.7976060935799782,0.8019088806108288,0.8821898449038889,0.8366895845271702,0.9115993417147519,0.0872413161220616,0.5186893939971924,0.14714991211182724,0.4276387377584331
