estimator,q,balanced_accuracy,accuracy,nll,brier,auroc,runtime_seconds,strategy_family
l2_grouped_kmeans_fasttext_g12_t025_rp100,1000,0.6292765861089195,0.5830794762207875,4.146555287991827,0.3747663171961903,0.7331245096649072,1.2202086690003853,kmeans_fasttext
l2_grouped_kmeans_fasttext_g16_t025_rp100,1000,0.6288671060822862,0.5827612076020733,4.14681381604854,0.3748711664229631,0.732900095625512,1.2277351330001238,kmeans_fasttext
l2_grouped_kmeans_fasttext_g16_t010_rp100,1000,0.6287994495059397,0.5827271073929253,4.146776519961955,0.3748309118673205,0.733178435343247,1.2187820182500673,kmeans_fasttext
l2_grouped_kmeans_fasttext_g12_t010_rp100,1000,0.6286906460213688,0.582545239610803,4.146841608885795,0.3748513264581561,0.7332161578553889,1.2094392917501864,kmeans_fasttext
l2_grouped_kmeans_fasttext_g8_t025_rp100,1000,0.6278667045093111,0.5817950350095481,4.1484523646289935,0.3754985351115465,0.7317367230592596,1.2041087808750035,kmeans_fasttext
l2_grouped_kmeans_fasttext_g8_t010_rp100,1000,0.6273479494429937,0.5812835318723288,4.149112574196892,0.3757262211292982,0.7317839320525049,1.1758259643747806,kmeans_fasttext
l2_grouped_wordnet_supersense_all_synsets_g12_t010_rp100,1000,0.6268227284288556,0.5809993634627626,4.149336628939219,0.3757678307592869,0.7321471027049662,1.2096086628750058,wordnet_supersense
l2_grouped_wordnet_supersense_all_synsets_g8_t010_rp100,1000,0.6267477400855462,0.5808970628353187,4.149568492767166,0.3758620712906122,0.7319782698317957,1.176489279749994,wordnet_supersense
l2_grouped_wordnet_supersense_all_synsets_g16_t010_rp100,1000,0.626738042014588,0.5809425297808494,4.149213941506961,0.3757242616266012,0.7322036432911125,1.2241135953749875,wordnet_supersense
l2_grouped_wordnet_supersense_first_synset_g16_t010_rp100,1000,0.6255912148049491,0.579817222878967,4.150082614022707,0.3761027287691831,0.731477707808723,1.2262324472499913,wordnet_supersense
l2_grouped_wordnet_supersense_first_synset_g12_t010_rp100,1000,0.6254437395773161,0.5796580885696099,4.150171810870352,0.3761323932558298,0.73141404757721,1.2156541342500091,wordnet_supersense
l2_grouped_wordnet_supersense_first_synset_g8_t010_rp100,1000,0.6253743633866515,0.5796808220423751,4.150283527377434,0.3761837091296911,0.7312797089767862,1.2045884021249904,wordnet_supersense
