q,best_grouped_estimator,best_grouped_ba,best_grouped_acc,best_grouped_auroc,twopl_ba,rasch_ba,delta_ba_vs_twopl,delta_ba_vs_rasch
100,grouped_residual_irt_anchor_cosine_g16_t010_rp200,0.7864542260318933,0.8179425485416492,0.8847484251827986,0.7871384470197003,0.7859737835369418,-0.0006842209878069605,0.00048044249495149405
200,grouped_residual_irt_pca_quantile_g8_t025_rp100,0.7912739799229466,0.8221157921505468,0.8860774732134709,0.7892208108257036,0.7892208108257036,0.0020531690972429573,0.0020531690972429573
1000,grouped_residual_irt_anchor_cosine_g64_t010_rp100,0.7861301385416777,0.8400870692006911,0.899394979762571,0.8007543575905136,0.7833732368162386,-0.01462421904883593,0.002756901725439076
