model,q,accuracy,balanced_accuracy,nll,brier,auroc,runtime_seconds,users
neural_memory_mirt_accuracy_threshold_rasch_twopl_voteuser_grid_40_40_20_user_discriminative_rich,100,0.777780112633437,0.7966117138605799,0.4815779540415315,0.15415612328797576,0.8848701635232837,0.4435029384999325,16
neural_memory_mirt_accuracy_threshold_rasch_twopl_voteuser_grid_40_40_20_user_discriminative_rich,1000,0.8173422296990088,0.8075656909116159,0.417677194746874,0.12913250410929317,0.9005629748233324,0.9129394635631343,16
