model,q,accuracy,balanced_accuracy,nll,brier,auroc,runtime_seconds,users
neural_memory_mirt_rasch_voteuser_hybrid_w75_25_user_discriminative_rich,100,0.8184258636631083,0.7878446517651907,0.4198148265303817,0.13230452640530324,0.8849157384875598,0.45497161806179065,16
neural_memory_mirt_rasch_voteuser_hybrid_w75_25_user_discriminative_rich,1000,0.8404508047649359,0.7872708969523011,0.38409752543722514,0.11867106253655328,0.9007905834077737,0.9141383459373174,16
