model,q,accuracy,balanced_accuracy,nll,brier,auroc,runtime_seconds,users
neural_memory_mirt_budget_adaptive_refined_raw_user_discriminative_rich,100,0.8193452130789275,0.785181341494161,0.41955447520133016,0.13227692106738684,0.8849169560828796,0.46361701218756934,16
neural_memory_mirt_budget_adaptive_refined_raw_user_discriminative_rich,1000,0.8415874784032009,0.7946998249110919,0.38264889630533594,0.11851479019969698,0.9007343788475484,0.9365376958128309,16
