model,q,accuracy,balanced_accuracy,nll,brier,auroc,runtime_seconds,users
neural_memory_mirt_twopl_highbudget_user_discriminative_l2,100,0.8152160208455913,0.7871384470197003,0.4524410138671013,0.13275175401940936,0.8826474266937375,0.4349959286246303,16
neural_memory_mirt_twopl_highbudget_user_discriminative_l2,1000,0.838529826316268,0.7913113878609691,0.4152701146792693,0.11853265203535553,0.8966910503417327,0.8704896073750206,16
