model,q,accuracy,balanced_accuracy,nll,brier,auroc,runtime_seconds,users
neural_memory_mirt_rasch_twopl_voteuser_grid_50_35_15_user_discriminative_rich,100,0.8166344456585694,0.7873624207095758,0.42110392242510875,0.13219495596281647,0.8848391184525766,0.45885361718728745,16
neural_memory_mirt_rasch_twopl_voteuser_grid_50_35_15_user_discriminative_rich,1000,0.8405019550786578,0.7902551530052886,0.3854010721536912,0.11839276092225347,0.9004179039526352,0.9319922771246638,16
