model,q,accuracy,balanced_accuracy,nll,brier,auroc,runtime_seconds,users
neural_memory_mirt_rasch_kernel_hybrid_w85_15_user_discriminative_l2,100,0.8126103219298982,0.7883621421844317,0.4338055700643862,0.13329395518048223,0.8845316982459992,0.44903444081342053,16
neural_memory_mirt_rasch_kernel_hybrid_w85_15_user_discriminative_l2,1000,0.8389106119850869,0.7996697673559765,0.39675529246042085,0.11933640914519252,0.8997506347549736,1.0356838121251712,16
