dataset_name,data_mode,embedding_backend,estimator,query_policy,split_id,user_id,q,n_train_users,n_words,n_observed_labels,n_eval_labels,normalized_uncertainty_reduction,queries_to_confidence_80,runtime_seconds,nll,brier,accuracy,balanced_accuracy,auroc,average_precision_known,average_precision_unknown,expected_calibration_error,mean_predictive_entropy,uncertain_fraction_0_4_0_6,confident_fraction_0_2_0_8,model
responses_static,neural_split_eval_user_discriminative,fasttext,vote_userlogreg_hybrid_w75_25,uniform_random,s_user0,user0,100,15,31276,100,11897,0.0,,0.48462565099907806,0.5001547684255918,0.16406609117984772,0.7654030427838951,0.743920177553915,0.8237831086279273,0.5715733634419822,0.9335921250104203,0.158039018584418,0.4995848834514618,0.19601580230310162,0.45616541985374465,neural_memory_mirt_vote_userlogreg_hybrid_user_discriminative_freq
responses_static,neural_split_eval_user_discriminative,fasttext,vote_userlogreg_hybrid_w75_25,uniform_random,s_user0,user0,1000,15,31276,1000,10997,0.07794372308963034,,0.9549811920005595,0.4720805931232651,0.1510286033153534,0.7964899518050378,0.7608765994436052,0.8480124334992598,0.6274342210081354,0.94440818134056,0.13483048452090987,0.4606453776359558,0.1885968900609257,0.5386014367554788,neural_memory_mirt_vote_userlogreg_hybrid_user_discriminative_freq
responses_static,neural_split_eval_user_discriminative,fasttext,vote_userlogreg_hybrid_w75_25,uniform_random,s_user1,user1,100,15,31276,100,11897,0.0,,0.45960735699918587,0.44651269527145193,0.14169356226921082,0.8097839791544087,0.8111387951166829,0.9013890255418526,0.8986204716532585,0.90013441403751,0.10786133381153963,0.5474212765693665,0.2192149281331428,0.2989829368748424,neural_memory_mirt_vote_userlogreg_hybrid_user_discriminative_freq
responses_static,neural_split_eval_user_discriminative,fasttext,vote_userlogreg_hybrid_w75_25,uniform_random,s_user1,user1,1000,15,31276,1000,10997,0.02605386094931461,,0.9332304019990261,0.4106137497367173,0.12588059902191162,0.8488678730562881,0.8488724251230896,0.9208224812476091,0.9163757115083917,0.9179524113352059,0.1157169911054803,0.5331588387489319,0.20196417204692188,0.34254796762753476,neural_memory_mirt_vote_userlogreg_hybrid_user_discriminative_freq
responses_static,neural_split_eval_user_discriminative,fasttext,vote_userlogreg_hybrid_w75_25,uniform_random,s_user10,user10,100,15,31276,100,11897,0.0,,0.4659242079978867,0.462834702448907,0.1490563452243805,0.7940657308565184,0.7964514726803695,0.8775921413998572,0.9117663066410691,0.8271171785833251,0.08932490887447114,0.5464817881584167,0.2194670925443389,0.30747247205177775,neural_memory_mirt_vote_userlogreg_hybrid_user_discriminative_freq
responses_static,neural_split_eval_user_discriminative,fasttext,vote_userlogreg_hybrid_w75_25,uniform_random,s_user10,user10,1000,15,31276,1000,10997,0.02539144323632704,,0.9402797239999927,0.43753535564702073,0.13777562975883484,0.8239519869055197,0.8261140302439387,0.8955799124128528,0.9247920682214192,0.8448144193591873,0.10060636463493848,0.5326058268547058,0.1706829135218696,0.3375466036191689,neural_memory_mirt_vote_userlogreg_hybrid_user_discriminative_freq
responses_static,neural_split_eval_user_discriminative,fasttext,vote_userlogreg_hybrid_w75_25,uniform_random,s_user11,user11,100,15,31276,100,11897,0.0,,0.4723187199997483,0.4293895598345426,0.13537870347499847,0.8177691855089518,0.804233605561406,0.8960702245329288,0.8474136377890589,0.9263701203956736,0.0843304592821391,0.5288834571838379,0.22568714802050938,0.37463226023367235,neural_memory_mirt_vote_userlogreg_hybrid_user_discriminative_freq
responses_static,neural_split_eval_user_discriminative,fasttext,vote_userlogreg_hybrid_w75_25,uniform_random,s_user11,user11,1000,15,31276,1000,10997,0.03437827108891592,,0.954569719000574,0.4094593720452777,0.12763364613056183,0.8288624170228244,0.8163822004619737,0.9092817926148589,0.8607402650846465,0.9351463058337015,0.08950002197434687,0.5107013583183289,0.21769573520050922,0.42375193234518505,neural_memory_mirt_vote_userlogreg_hybrid_user_discriminative_freq
responses_static,neural_split_eval_user_discriminative,fasttext,vote_userlogreg_hybrid_w75_25,uniform_random,s_user12,user12,100,15,31276,100,11897,0.0,,0.4681559560012829,0.4980183964372406,0.16328462958335876,0.7642262755316467,0.768013100755874,0.8453483825914722,0.7900550646410213,0.8777132885718707,0.07577704519065998,0.5345938205718994,0.21198621501218795,0.353534504496932,neural_memory_mirt_vote_userlogreg_hybrid_user_discriminative_freq
responses_static,neural_split_eval_user_discriminative,fasttext,vote_userlogreg_hybrid_w75_25,uniform_random,s_user12,user12,1000,15,31276,1000,10997,0.02190936421423312,,0.9474645770023926,0.4640182226844219,0.14872629940509796,0.7951259434391198,0.7991486258314123,0.8698598854494373,0.8222963916373569,0.8947658642517915,0.07232971209346724,0.5228812098503113,0.19041556788214967,0.3838319541693189,neural_memory_mirt_vote_userlogreg_hybrid_user_discriminative_freq
responses_static,neural_split_eval_user_discriminative,fasttext,vote_userlogreg_hybrid_w75_25,uniform_random,s_user13,user13,100,15,31276,100,11897,0.0,,0.4665566250005213,0.45811646564926933,0.15009284019470215,0.7825502227452299,0.8298241319990487,0.9003227195317475,0.6262499835623637,0.9761374720949412,0.21342120051003205,0.4831137955188751,0.17735563587459025,0.46978229805833405,neural_memory_mirt_vote_userlogreg_hybrid_user_discriminative_freq
responses_static,neural_split_eval_user_discriminative,fasttext,vote_userlogreg_hybrid_w75_25,uniform_random,s_user13,user13,1000,15,31276,1000,10997,0.07991174174887569,,0.9355813180009136,0.4198152792705058,0.13557451963424683,0.802127853050832,0.8357069704507336,0.9041699278620873,0.6389902134549019,0.9766109175547775,0.17763402163873993,0.44450733065605164,0.14376648176775483,0.5516959170682914,neural_memory_mirt_vote_userlogreg_hybrid_user_discriminative_freq
responses_static,neural_split_eval_user_discriminative,fasttext,vote_userlogreg_hybrid_w75_25,uniform_random,s_user14,user14,100,15,31276,100,11897,0.0,,0.4681274400027178,0.3353204703887864,0.10079648345708847,0.8697150542153484,0.7351097097848001,0.8987538875084001,0.9781856375840063,0.5902236888353747,0.1045735895882948,0.44905412197113037,0.16810960746406658,0.547869210725393,neural_memory_mirt_vote_userlogreg_hybrid_user_discriminative_freq
responses_static,neural_split_eval_user_discriminative,fasttext,vote_userlogreg_hybrid_w75_25,uniform_random,s_user14,user14,1000,15,31276,1000,10997,0.18799727046283468,,0.9466200490023766,0.28363219283979024,0.08615098893642426,0.8746021642266073,0.751868351435607,0.917758467233517,0.9828076719687191,0.6324473071927109,0.061969340687677454,0.364633172750473,0.12276075293261798,0.7162862598890607,neural_memory_mirt_vote_userlogreg_hybrid_user_discriminative_freq
