dataset_name,data_mode,embedding_backend,estimator,query_policy,split_id,user_id,q,n_train_users,n_words,n_observed_labels,n_eval_labels,normalized_uncertainty_reduction,queries_to_confidence_80,runtime_seconds,nll,brier,accuracy,balanced_accuracy,auroc,average_precision_known,average_precision_unknown,expected_calibration_error,mean_predictive_entropy,uncertain_fraction_0_4_0_6,confident_fraction_0_2_0_8,model
responses_static,neural_split_eval_user_discriminative,fasttext,rasch_twopl_voteuser_hybrid_w45_40_15,uniform_random,s_user0,user0,100,15,31276,100,11897,0.0,,0.5546324110000569,0.5277107122559431,0.16215692584780617,0.7693536185593006,0.7404725260555981,0.8244427043345588,0.5752690023374639,0.9347700444489423,0.1364327665528699,0.42538503810981465,0.1350760695973775,0.525258468521476,neural_memory_mirt_rasch_twopl_voteuser_hybrid_w45_40_15_user_discriminative_l2
responses_static,neural_split_eval_user_discriminative,fasttext,rasch_twopl_voteuser_hybrid_w45_40_15,uniform_random,s_user0,user0,1000,15,31276,1000,10997,0.03466466447298369,,1.106292496999231,0.5288937955992218,0.15877332114622253,0.7813949258888788,0.7545163200846527,0.8445667398880263,0.6239865166876795,0.9429664655574583,0.1405502580032922,0.41063920849191055,0.12539783577339275,0.5407838501409475,neural_memory_mirt_rasch_twopl_voteuser_hybrid_w45_40_15_user_discriminative_l2
responses_static,neural_split_eval_user_discriminative,fasttext,rasch_twopl_voteuser_hybrid_w45_40_15,uniform_random,s_user1,user1,100,15,31276,100,11897,0.0,,0.5305730470026901,0.43054149698596017,0.13803017707956924,0.8079347734723039,0.8096309804520292,0.9027126272993038,0.9005150090582466,0.9009395469542499,0.09174698306592427,0.4893715857256856,0.16651256619315793,0.4290157182482979,neural_memory_mirt_rasch_twopl_voteuser_hybrid_w45_40_15_user_discriminative_l2
responses_static,neural_split_eval_user_discriminative,fasttext,rasch_twopl_voteuser_hybrid_w45_40_15,uniform_random,s_user1,user1,1000,15,31276,1000,10997,0.02700482473067911,,1.0356022500018298,0.3895576026931162,0.12011280245041274,0.8436846412657998,0.8441813997665569,0.919776274684236,0.9161424873538674,0.9165322454933005,0.08225136815580625,0.476156191824989,0.14267527507502045,0.4405747021915068,neural_memory_mirt_rasch_twopl_voteuser_hybrid_w45_40_15_user_discriminative_l2
responses_static,neural_split_eval_user_discriminative,fasttext,rasch_twopl_voteuser_hybrid_w45_40_15,uniform_random,s_user10,user10,100,15,31276,100,11897,0.0,,0.5595523609990778,0.4560645823317052,0.1480339295722878,0.793057073211734,0.7969182003387713,0.8746219202182319,0.9086624222680295,0.8233437708459815,0.06723118936870483,0.48972095539632005,0.18248297890224427,0.4121207026981592,neural_memory_mirt_rasch_twopl_voteuser_hybrid_w45_40_15_user_discriminative_l2
responses_static,neural_split_eval_user_discriminative,fasttext,rasch_twopl_voteuser_hybrid_w45_40_15,uniform_random,s_user10,user10,1000,15,31276,1000,10997,0.03246720311828658,,1.0912149809992115,0.4303772670906707,0.1367403899515628,0.8240429207965809,0.8252184950658539,0.8913918233199445,0.9212237272902788,0.8402741346040222,0.0687220910991422,0.47382108566618636,0.14449395289624442,0.44593980176411746,neural_memory_mirt_rasch_twopl_voteuser_hybrid_w45_40_15_user_discriminative_l2
responses_static,neural_split_eval_user_discriminative,fasttext,rasch_twopl_voteuser_hybrid_w45_40_15,uniform_random,s_user11,user11,100,15,31276,100,11897,0.0,,0.5508594570019341,0.41759359709951527,0.131313012307697,0.815499705808187,0.8145950969490328,0.8985773935328036,0.8515574720041781,0.9270481764556966,0.07300093770817709,0.4826497452584947,0.20542994032108935,0.43859796587374966,neural_memory_mirt_rasch_twopl_voteuser_hybrid_w45_40_15_user_discriminative_l2
responses_static,neural_split_eval_user_discriminative,fasttext,rasch_twopl_voteuser_hybrid_w45_40_15,uniform_random,s_user11,user11,1000,15,31276,1000,10997,0.04777694998868304,,1.1195576600002823,0.3906644365698456,0.12074555285424056,0.8316813676457215,0.8286578047493072,0.9117620485868373,0.8653409352595203,0.9358462814740864,0.06499464112310237,0.459590212517229,0.1471310357370192,0.5018641447667546,neural_memory_mirt_rasch_twopl_voteuser_hybrid_w45_40_15_user_discriminative_l2
responses_static,neural_split_eval_user_discriminative,fasttext,rasch_twopl_voteuser_hybrid_w45_40_15,uniform_random,s_user12,user12,100,15,31276,100,11897,0.0,,0.4727035789983347,0.5219001656688202,0.17147099439763558,0.7453979994956712,0.7584224470408101,0.843864127111178,0.790532200404911,0.8750674399268866,0.10989112009623771,0.4841339338002873,0.1623938808102883,0.42506514247289234,neural_memory_mirt_rasch_twopl_voteuser_hybrid_w45_40_15_user_discriminative_l2
responses_static,neural_split_eval_user_discriminative,fasttext,rasch_twopl_voteuser_hybrid_w45_40_15,uniform_random,s_user12,user12,1000,15,31276,1000,10997,0.035824501517919514,,0.9561654749995796,0.4831624213668702,0.15514867992394332,0.782849868145858,0.7905304011375078,0.8637465528639248,0.8151455692546462,0.8893841713388027,0.08187642364647464,0.46679007695398256,0.1537692097844867,0.4794944075656997,neural_memory_mirt_rasch_twopl_voteuser_hybrid_w45_40_15_user_discriminative_l2
