model,q,accuracy,balanced_accuracy,nll,brier,auroc,runtime_seconds,users
neural_memory_mirt_ft_kernel_user_discriminative_freq,100,0.7766716399092208,0.8026516223244822,0.4916772766837171,0.15758200362324712,0.8841569494072501,0.4905202489999283,16
neural_memory_mirt_ft_kernel_user_discriminative_freq,1000,0.7958079476220787,0.824067430997758,0.45781435962136247,0.14455611538141963,0.8994245281231594,1.1216289755623166,16
