model,q,accuracy,balanced_accuracy,nll,brier,auroc,runtime_seconds,users
neural_memory_mirt_rasch_voteuser_grid_70_30_user_discriminative_rich,100,0.8181054047238799,0.7878543757069394,0.41972844342394355,0.13248695348399836,0.8849421859717385,0.46073540993802453,16
neural_memory_mirt_rasch_voteuser_grid_70_30_user_discriminative_rich,1000,0.8396210330090025,0.7899413627734647,0.38357594766458825,0.11872779586024693,0.9009799768019833,0.9326157853129189,16
