dataset_name,data_mode,embedding_backend,estimator,query_policy,split_id,user_id,q,n_train_users,n_words,n_observed_labels,n_eval_labels,normalized_uncertainty_reduction,queries_to_confidence_80,runtime_seconds,nll,brier,accuracy,balanced_accuracy,auroc,average_precision_known,average_precision_unknown,expected_calibration_error,mean_predictive_entropy,uncertain_fraction_0_4_0_6,confident_fraction_0_2_0_8,model
responses_static,neural_split_eval_user_discriminative,fasttext,top_vote_userlogreg_hybrid_w35_50_15,uniform_random,s_user0,user0,100,15,31276,100,11897,0.0,,0.5012988300004508,0.5030046907317649,0.1675372421741485,0.7503572329158611,0.7468787366802231,0.8259259324578698,0.5767171279915216,0.934952237426258,0.1692591157479677,0.5170113444328308,0.2157686811801294,0.4101033874085904,neural_memory_mirt_top_vote_userlogreg_hybrid_user_discriminative
responses_static,neural_split_eval_user_discriminative,fasttext,top_vote_userlogreg_hybrid_w35_50_15,uniform_random,s_user0,user0,1000,15,31276,1000,10997,0.0479412004434857,,1.2721481070002485,0.4685226986558249,0.1534033417701721,0.7823042647994908,0.7640422995354441,0.8475940387547136,0.6274793925925714,0.9442395809404236,0.1459601731211925,0.4922251999378204,0.2163317268345912,0.4774029280712921,neural_memory_mirt_top_vote_userlogreg_hybrid_user_discriminative
responses_static,neural_split_eval_user_discriminative,fasttext,top_vote_userlogreg_hybrid_w35_50_15,uniform_random,s_user1,user1,100,15,31276,100,11897,0.0,,0.5000235170009546,0.4398165089163319,0.1390407681465149,0.8146591577708666,0.8158030811944788,0.9028913976488152,0.9007373849149184,0.9014991687213472,0.1034975655165862,0.5420787334442139,0.2137513658905606,0.3147011851727326,neural_memory_mirt_top_vote_userlogreg_hybrid_user_discriminative
responses_static,neural_split_eval_user_discriminative,fasttext,top_vote_userlogreg_hybrid_w35_50_15,uniform_random,s_user1,user1,1000,15,31276,1000,10997,0.0122064017965881,,1.2661359690009704,0.4098076601625146,0.1253961324691772,0.8495044102937165,0.849634123693463,0.9209179941792976,0.9172159372772926,0.9176764296223942,0.1155804857737673,0.5354619026184082,0.1991452214240247,0.3485496044375739,neural_memory_mirt_top_vote_userlogreg_hybrid_user_discriminative
responses_static,neural_split_eval_user_discriminative,fasttext,top_vote_userlogreg_hybrid_w35_50_15,uniform_random,s_user10,user10,100,15,31276,100,11897,0.0,,0.5448380229991017,0.4668385503262992,0.1503571569919586,0.7927208539968059,0.7966363116847895,0.8760237028323001,0.9098331422492176,0.8252053617788999,0.0909743665474006,0.548835277557373,0.2186265445070185,0.3141968563503404,neural_memory_mirt_top_vote_userlogreg_hybrid_user_discriminative
responses_static,neural_split_eval_user_discriminative,fasttext,top_vote_userlogreg_hybrid_w35_50_15,uniform_random,s_user10,user10,1000,15,31276,1000,10997,0.0176786786343246,,1.4088983169986022,0.4451028838613959,0.1402754187583923,0.8194052923524597,0.8234115257285635,0.893450194695808,0.9226610344548992,0.8424623431597061,0.1031907600354658,0.5391325950622559,0.1750477402928071,0.342638901518596,neural_memory_mirt_top_vote_userlogreg_hybrid_user_discriminative
responses_static,neural_split_eval_user_discriminative,fasttext,top_vote_userlogreg_hybrid_w35_50_15,uniform_random,s_user11,user11,100,15,31276,100,11897,0.0,,0.5005020579992561,0.4277457186417007,0.1344437450170517,0.8192821719761284,0.8140716826345982,0.8985469943222405,0.8514787721981562,0.9277147533963696,0.0863538337606056,0.5302380323410034,0.2215684626376397,0.3796755484575943,neural_memory_mirt_top_vote_userlogreg_hybrid_user_discriminative
responses_static,neural_split_eval_user_discriminative,fasttext,top_vote_userlogreg_hybrid_w35_50_15,uniform_random,s_user11,user11,1000,15,31276,1000,10997,0.0204384752647225,,1.360614983999767,0.4079453038944942,0.1263136565685272,0.8338637810311903,0.8301664458345416,0.9123667086134668,0.865869751804732,0.936844636252952,0.0931125948326017,0.5194007754325867,0.2208784213876511,0.3954714922251523,neural_memory_mirt_top_vote_userlogreg_hybrid_user_discriminative
responses_static,neural_split_eval_user_discriminative,fasttext,top_vote_userlogreg_hybrid_w35_50_15,uniform_random,s_user12,user12,100,15,31276,100,11897,0.0,,0.5066442799998185,0.4996501749694748,0.164100632071495,0.7596032613263848,0.7661395989871469,0.8463388803390306,0.7932210938260376,0.8776475452503892,0.0842636834676299,0.5348222255706787,0.2055980499285534,0.3613516012440111,neural_memory_mirt_top_vote_userlogreg_hybrid_user_discriminative
responses_static,neural_split_eval_user_discriminative,fasttext,top_vote_userlogreg_hybrid_w35_50_15,uniform_random,s_user12,user12,1000,15,31276,1000,10997,0.0185442092504169,,1.2788106749994768,0.4685078102523421,0.1508077681064605,0.790670182777121,0.7976325797774078,0.8676261125628906,0.8194993743252266,0.892893213567476,0.0747258811924873,0.5249043703079224,0.1807765754296626,0.3820132763480949,neural_memory_mirt_top_vote_userlogreg_hybrid_user_discriminative
