model,q,accuracy,balanced_accuracy,nll,brier,auroc,runtime_seconds,users
neural_memory_mirt_direct_rasch_twopl_vote_user_grid_290_500_130_080_015_user_discriminative_rich,1000,0.8415874784032009,0.7946998249110919,0.3826488949948911,0.11851478928426126,0.9007343737200035,0.49518453062501067,16
neural_memory_mirt_direct_rasch_twopl_vote_user_grid_315_480_125_080_015_user_discriminative_rich,1000,0.8415817950350095,0.7945049019286888,0.38271393132455217,0.11852848772817483,0.9007254983043145,0.49326514937524735,16
neural_memory_mirt_direct_rasch_twopl_vote_user_grid_310_465_145_080_015_user_discriminative_rich,1000,0.8415761116668182,0.794433146401061,0.3827243731225107,0.1185319139648067,0.9007722330259846,0.4743446993747966,16
neural_memory_mirt_direct_rasch_twopl_vote_user_grid_380_400_155_065_015_user_discriminative_rich,1000,0.8415761116668182,0.7935757679941012,0.3835864514917781,0.11856397233472295,0.9006866373508878,0.4973357485625911,16
neural_memory_mirt_direct_rasch_twopl_vote_user_grid_290_500_130_080_020_user_discriminative_rich,1000,0.8415079112485223,0.7943701225977579,0.3826531369887782,0.118519680108875,0.9007343890117375,0.4737769216249035,16
neural_memory_mirt_direct_rasch_twopl_vote_user_grid_290_500_130_080_010_user_discriminative_rich,1000,0.8414169773574611,0.7947289781031115,0.3826481818616461,0.11851141368970271,0.9007343844694314,0.47182233306193666,16
neural_memory_mirt_direct_rasch_twopl_vote_user_grid_290_500_130_080_025_user_discriminative_rich,1000,0.8413317268345912,0.7939350820749157,0.3826609043614903,0.11852608434855935,0.9007343690506115,0.47609465043774435,16
