dataset_name,data_mode,evaluation_protocol,embedding_backend,estimator,query_policy,split_id,user_id,q,n_train_users,n_words,n_observed_labels,n_eval_labels,normalized_uncertainty_reduction,queries_to_confidence_80,runtime_seconds,nll,brier,accuracy,balanced_accuracy,auroc,average_precision_known,average_precision_unknown,expected_calibration_error,mean_predictive_entropy,uncertain_fraction_0_4_0_6,confident_fraction_0_2_0_8
responses_static,l2_grouped_residual_strategies,loou_user_generalization,fasttext,l2_grouped_reduced_fasttext_simplex_g12_d12_t010_rp100,fixed_global_sequence,loou_user0,user0,100,15,31276,100,11897,0.0,,0.10800660700010667,0.4925653610267475,0.1591954231262207,0.7675884676809279,0.7056419047356213,0.7906136637136837,0.5206524334926435,0.9175149799948099,0.10099029772793375,0.47421911358833313,0.16600823737076573,0.47793561402034124
responses_static,l2_grouped_residual_strategies,loou_user_generalization,fasttext,l2_grouped_reduced_fasttext_simplex_g12_d12_t010_rp100,fixed_global_sequence,loou_user1,user1,100,15,31276,100,11897,0.0,,0.09140708999984781,0.4903876700843921,0.1620122641324997,0.7618727410271497,0.7641562768256148,0.8642877709321716,0.8638781924030821,0.8577186633679916,0.09457613188531346,0.5097709894180298,0.18954358241573505,0.40447171555854416
responses_static,l2_grouped_residual_strategies,loou_user_generalization,fasttext,l2_grouped_reduced_fasttext_simplex_g12_d12_t010_rp100,fixed_global_sequence,loou_user10,user10,100,15,31276,100,11897,0.0,,0.09280726299994058,0.48469519289182145,0.15841713547706604,0.7712868790451374,0.7622093406817219,0.8434756804829098,0.8857076309105182,0.7634517899296311,0.02798933525982049,0.51131671667099,0.19080440447171557,0.40220223585777926
responses_static,l2_grouped_residual_strategies,loou_user_generalization,fasttext,l2_grouped_reduced_fasttext_simplex_g12_d12_t010_rp100,fixed_global_sequence,loou_user11,user11,100,15,31276,100,11897,0.0,,0.09130824199996823,0.48279399284241065,0.1570940613746643,0.772715810708582,0.7762223476857922,0.855520366638019,0.8045185296259985,0.885855227615051,0.07992142793412686,0.5153607130050659,0.1878624863410944,0.3927040430360595
responses_static,l2_grouped_residual_strategies,loou_user_generalization,fasttext,l2_grouped_reduced_fasttext_simplex_g12_d12_t010_rp100,fixed_global_sequence,loou_user12,user12,100,15,31276,100,11897,0.0,,0.09821202299985998,0.5591166394374503,0.1885388195514679,0.7128687904513743,0.728059350688188,0.8163392423062092,0.7688573625889853,0.8459881334579431,0.125434435660412,0.516358494758606,0.1896276372194671,0.39077078255022274
responses_static,l2_grouped_residual_strategies,loou_user_generalization,fasttext,l2_grouped_reduced_fasttext_simplex_g12_d12_t010_rp100,fixed_global_sequence,loou_user13,user13,100,15,31276,100,11897,0.0,,0.09151679100000365,0.36090636291494554,0.11006713658571243,0.8523157098428176,0.7418758356145797,0.8654368154404375,0.5820719066637895,0.9638397569230666,0.07801199581850135,0.4229353666305542,0.13574850802723376,0.5716567201815583
responses_static,l2_grouped_residual_strategies,loou_user_generalization,fasttext,l2_grouped_reduced_fasttext_simplex_g12_d12_t010_rp100,fixed_global_sequence,loou_user14,user14,100,15,31276,100,11897,0.0,,0.097274705000018,0.2870842880721115,0.08642837405204773,0.8806421787005128,0.7071848443560051,0.9107982463786726,0.9805129917658886,0.6670252958403942,0.058150915209962656,0.38214653730392456,0.11372614944944104,0.6335210557283348
responses_static,l2_grouped_residual_strategies,loou_user_generalization,fasttext,l2_grouped_reduced_fasttext_simplex_g12_d12_t010_rp100,fixed_global_sequence,loou_user15,user15,100,15,31276,100,11897,0.0,,0.09364786299988737,0.44807487066198304,0.14387014508247375,0.7957468269311592,0.7817915775760347,0.8637242195057798,0.7730425713170125,0.9194723457941496,0.07393830617273056,0.5017654895782471,0.1813062116499958,0.4209464570900227
responses_static,l2_grouped_residual_strategies,loou_user_generalization,fasttext,l2_grouped_reduced_fasttext_simplex_g12_d12_t010_rp100,fixed_global_sequence,loou_user2,user2,100,15,31276,100,11897,0.0,,0.09421809000014036,0.3335315801856859,0.10142133384943008,0.8677817937295117,0.7786852731254903,0.9134009355208282,0.9728453783913349,0.7455540847869038,0.07659221638263028,0.4405677616596222,0.14415398840043708,0.5276120030259729
responses_static,l2_grouped_residual_strategies,loou_user_generalization,fasttext,l2_grouped_reduced_fasttext_simplex_g12_d12_t010_rp100,fixed_global_sequence,loou_user3,user3,100,15,31276,100,11897,0.0,,0.09255849200008015,0.4491210849966771,0.1444590985774994,0.7931411280154661,0.7955402569304418,0.8810644832988579,0.9055683051076203,0.845511709677307,0.05982645390549158,0.5165426135063171,0.19004791123812725,0.391527275783811
