estimator,q,balanced_accuracy,accuracy,nll,brier,auroc,runtime_seconds,source_path
grouped_residual_irt_pca_quantile_g8_t025_rp100_twopl_hybrid_w60_40,200,0.7922371120849041,0.8198588624226498,0.4398533260592733,0.1292739194050022,0.8859573663894705,0.8403367185624973,reports/model_improvement_fasttext/grouped_residual_irt_focus_pca_twopl_chunks/g8_t025_rp100/grouped_residual_irt_summary.csv
grouped_residual_irt_pca_quantile_g8_t025_rp200_twopl_hybrid_w60_40,200,0.7922329264433289,0.819853564465542,0.4398528861054593,0.1292737632329855,0.8859578004823361,0.8375227686250639,reports/model_improvement_fasttext/grouped_residual_irt_focus_pca_twopl_chunks/g8_t025_rp200/grouped_residual_irt_summary.csv
grouped_residual_irt_pca_quantile_g8_t030_rp100_twopl_hybrid_w60_40,200,0.7922301921001211,0.8198164787657879,0.4398693241346424,0.1292818798384437,0.885995855216412,0.8457187866875415,reports/model_improvement_fasttext/grouped_residual_irt_focus_pca_twopl_chunks/g8_t030_rp100/grouped_residual_irt_summary.csv
grouped_residual_irt_pca_quantile_g8_t025_rp100_twopl_hybrid_w70_30,200,0.7922090269469031,0.8199118419937272,0.4390098843641427,0.1291323051769841,0.8859650337929795,0.8440952702499658,reports/model_improvement_fasttext/grouped_residual_irt_focus_pca_twopl_chunks/g8_t025_rp100/grouped_residual_irt_summary.csv
grouped_residual_irt_pca_quantile_g8_t025_rp200_twopl_hybrid_w70_30,200,0.7922090269469031,0.8199118419937272,0.439009401411789,0.1291321344561259,0.8859654395283347,0.8393703624374211,reports/model_improvement_fasttext/grouped_residual_irt_focus_pca_twopl_chunks/g8_t025_rp200/grouped_residual_irt_summary.csv
grouped_residual_irt_pca_quantile_g8_t030_rp100_twopl_hybrid_w70_30,200,0.7922056627573482,0.8199065440366194,0.4390248151376146,0.1291396840101417,0.8859990430666301,0.845678710250013,reports/model_improvement_fasttext/grouped_residual_irt_focus_pca_twopl_chunks/g8_t030_rp100/grouped_residual_irt_summary.csv
grouped_residual_irt_pca_quantile_g8_t025_rp100_twopl_hybrid_w90_10,200,0.7917494193997825,0.8216336780537424,0.4375688881683123,0.1288896313408565,0.8860493356270428,0.859140150750008,reports/model_improvement_fasttext/grouped_residual_irt_focus_pca_twopl_chunks/g8_t025_rp100/grouped_residual_irt_summary.csv
grouped_residual_irt_pca_quantile_g8_t025_rp200_twopl_hybrid_w90_10,200,0.7917429346519095,0.8216283800966347,0.4375683409239215,0.1288894413621462,0.8860496780296805,0.8339508679999881,reports/model_improvement_fasttext/grouped_residual_irt_focus_pca_twopl_chunks/g8_t025_rp200/grouped_residual_irt_summary.csv
grouped_residual_irt_pca_quantile_g8_t030_rp100_twopl_hybrid_w90_10,200,0.79173060386673,0.821601890311096,0.4375787111207972,0.1288942112545407,0.8860788409605169,0.8431299748749836,reports/model_improvement_fasttext/grouped_residual_irt_focus_pca_twopl_chunks/g8_t030_rp100/grouped_residual_irt_summary.csv
grouped_residual_irt_pca_quantile_g8_t025_rp100_twopl_hybrid_w80_20,200,0.7916066234787107,0.8206853437314572,0.4382517444314433,0.1290042086144996,0.8859956327124421,0.8586105658750114,reports/model_improvement_fasttext/grouped_residual_irt_focus_pca_twopl_chunks/g8_t025_rp100/grouped_residual_irt_summary.csv
