estimator,q,runtime_seconds,accuracy,balanced_accuracy
rasch_highbudget_var25,100,0.8427716675000738,0.785366058670253,0.7761384258680089
rasch_highbudget_var25,1000,1.6754219037500206,0.8077316540874784,0.7608624172952183
rasch_highbudget_var25,2000,2.5140115512499506,0.8146568970691207,0.7757129390928839
