estimator,q,balanced_accuracy,accuracy,nll,brier,auroc,runtime_seconds
grouped_residual_irt_anchor_cosine_g16_t010_rp200,100,0.7864542260318933,0.8179425485416492,0.4439681301402245,0.1318995954019051,0.8847484251827986,0.4541870753749606
grouped_residual_irt_anchor_cosine_g16_t010_rp050,100,0.7864486946150641,0.8179267882659494,0.44397404427066445,0.13190204898251148,0.8847433979468645,0.45271832349996544
grouped_residual_irt_anchor_cosine_g16_t010_rp100,100,0.7864485748270532,0.8179320416911826,0.4439691834994427,0.13190009488150845,0.8847443351780196,0.4511237003749784
grouped_residual_irt_anchor_cosine_g32_t010_rp200,100,0.786381774638988,0.8177481718080188,0.4440762425909194,0.13193853163638466,0.8844122726898316,0.45833995149999396
grouped_residual_irt_anchor_cosine_g32_t010_rp100,100,0.7863219222744995,0.817648356728587,0.44410277476534177,0.13194891853063745,0.8843621097584532,0.4485354539374953
grouped_residual_irt_anchor_cosine_g32_t010_rp050,100,0.7862887572400127,0.8175958224762545,0.444125697674199,0.1319579530540142,0.8842894223965019,0.45132370206252403
grouped_residual_irt_anchor_cosine_g8_t010_rp050,100,0.7861764492594425,0.8176325964528873,0.4440275775808868,0.13192717944897486,0.8837126243164393,0.5094773660000271
grouped_residual_irt_anchor_cosine_g8_t010_rp200,100,0.7861346679060893,0.8175905690510212,0.4440269078157522,0.13192645454873037,0.8838235350421988,0.45230948893748746
grouped_residual_irt_anchor_cosine_g8_t010_rp100,100,0.7861314718495314,0.817585315625788,0.44402793368172105,0.1319270988917594,0.8837683294991834,0.4917708778124279
grouped_residual_irt_anchor_cosine_g8_t010_rp200,200,0.7894967614414388,0.8172681613969653,0.4388708576010626,0.1294775283152547,0.8865031594742031,0.904312348624984
grouped_residual_irt_anchor_cosine_g8_t010_rp050,200,0.789493242122286,0.8172575654827499,0.438876644148861,0.12948032647198238,0.8864329411874091,1.0211135974999763
grouped_residual_irt_anchor_cosine_g8_t010_rp100,200,0.7894881772019762,0.8172575654827499,0.43887567690715823,0.1294797332264881,0.8864650677820962,0.9946628007500067
grouped_residual_irt_anchor_cosine_g16_t010_rp200,200,0.7894084841889822,0.8174323980673053,0.4386207291306165,0.12936912772679962,0.8870625135800344,0.9062082069374924
grouped_residual_irt_anchor_cosine_g16_t010_rp100,200,0.7894045007600465,0.8174271001101975,0.43862396551938926,0.12937049063731168,0.8870625956478878,0.9075584640624754
grouped_residual_irt_anchor_cosine_g16_t010_rp050,200,0.7894041835391489,0.817416504195982,0.4386374301182186,0.12937590338430088,0.8870555300636237,0.9075880090625219
grouped_residual_irt_anchor_cosine_g32_t010_rp050,200,0.7892237059137327,0.8171622022548105,0.4390850895594771,0.12956013241554565,0.8869495940283458,0.9016019582500121
grouped_residual_irt_anchor_cosine_g32_t010_rp100,200,0.7892237059137327,0.8171622022548105,0.439032283123259,0.1295397347543889,0.887061907994071,0.8981634998125116
grouped_residual_irt_anchor_cosine_g32_t010_rp200,200,0.7892226787520443,0.8171622022548105,0.4389750440278931,0.12951760361453413,0.8871434321036403,0.9087537154999268
grouped_residual_irt_anchor_cosine_g8_t010_rp100,1000,0.7858228183797216,0.8395698826952805,0.40974798604566165,0.11886547531969241,0.8981517518992527,1.4904163682499814
grouped_residual_irt_anchor_cosine_g8_t010_rp050,1000,0.7858038329032208,0.8395414658543239,0.4097557917483913,0.11886884509926995,0.898140492830939,1.5372885319374916
grouped_residual_irt_anchor_cosine_g8_t010_rp200,1000,0.7857818035620464,0.8395641993270893,0.40973294318507975,0.11885921771740186,0.8981696706159439,1.358709811374979
grouped_residual_irt_anchor_cosine_g32_t010_rp100,1000,0.7848525410912596,0.8400586523597344,0.40962163887640446,0.11882291193550831,0.8992910330011433,1.3497114920624824
grouped_residual_irt_anchor_cosine_g32_t010_rp050,1000,0.7848063501100984,0.8399677184686732,0.4097833596817623,0.11888312620916039,0.8992036453190535,1.354797807312508
grouped_residual_irt_anchor_cosine_g32_t010_rp200,1000,0.7847148880812117,0.8400586523597344,0.4094650009057934,0.11876461491929437,0.899365283680913,1.3587061933125142
grouped_residual_irt_anchor_cosine_g16_t010_rp200,1000,0.7838423071950367,0.8405246885514231,0.40897337248404686,0.11857423722624655,0.8989080195901153,1.3594598480000002
grouped_residual_irt_anchor_cosine_g16_t010_rp100,1000,0.7838020085880357,0.8405076384468492,0.4089770090158954,0.11857535679270498,0.8989091867547352,1.3618303033749726
grouped_residual_irt_anchor_cosine_g16_t010_rp050,1000,0.7837785190452335,0.8404621715013185,0.4089997410362078,0.1185834488445947,0.8989027197215592,1.3575912709999614
