q,balanced_accuracy,accuracy,nll,brier,auroc
500,0.8195573975854108,0.8005294859528573,0.44081010480195293,0.14153660368174312,0.8922241680093117
1000,0.830995185229033,0.8095503319087024,0.4301576006936386,0.1372414845973253,0.8996664130597043
