user,method,accuracy,balanced_accuracy,obs_best_match,best_eval_acc
user3,train_majority_prior,0.8493225425115941,0.8460601246845838,0.56,0.8009457124670365
user3,best_train_user_by_observed_1000,0.6059834500318269,0.6484752469533291,0.56,0.8009457124670365
user3,oracle_best_single_train_user_eval,0.8009457124670365,,0.56,0.8009457124670365
user4,obs_softmax_t0.01,0.6488133127216513,0.6603717605977644,0.571,0.7913976539056107
user4,obs_softmax_t0.03,0.6893698281349459,0.6993819026484748,0.571,0.7913976539056107
user4,obs_softmax_t0.05,0.7703009911794125,0.7764696951661663,0.571,0.7913976539056107
user4,obs_softmax_t0.1,0.8314994998635992,0.8331577480329908,0.571,0.7913976539056107
user4,obs_softmax_t0.2,0.8449577157406566,0.8442964105085293,0.571,0.7913976539056107
user4,obs_softmax_t0.5,0.848413203600982,0.8461826897899408,0.571,0.7913976539056107
user4,obs_softmax_t1.0,0.8482313358188597,0.8459408149529323,0.571,0.7913976539056107
user4,train_majority_prior,0.8482313358188597,0.8459408149529323,0.571,0.7913976539056107
user4,best_train_user_by_observed_1000,0.6488133127216513,0.6603717605977644,0.571,0.7913976539056107
user4,oracle_best_single_train_user_eval,0.7913976539056107,,0.571,0.7913976539056107
user5,obs_softmax_t0.01,0.8148585977993998,0.5818884260601198,0.765,0.8673274529417114
user5,obs_softmax_t0.03,0.8148585977993998,0.5818884260601198,0.765,0.8673274529417114
user5,obs_softmax_t0.05,0.8148585977993998,0.5818884260601198,0.765,0.8673274529417114
user5,obs_softmax_t0.1,0.8660543784668546,0.7430985833440207,0.765,0.8673274529417114
user5,obs_softmax_t0.2,0.8723288169500772,0.8461698428201668,0.765,0.8673274529417114
user5,obs_softmax_t0.5,0.7954896790033645,0.8556501210398068,0.765,0.8673274529417114
user5,obs_softmax_t1.0,0.781031190324634,0.8520626199264365,0.765,0.8673274529417114
user5,train_majority_prior,0.7489315267800309,0.833741543614376,0.765,0.8673274529417114
user5,best_train_user_by_observed_1000,0.8148585977993998,0.5818884260601198,0.765,0.8673274529417114
user5,oracle_best_single_train_user_eval,0.8673274529417114,,0.765,0.8673274529417114
user6,obs_softmax_t0.01,0.8475038646903701,0.728246171032131,0.814,0.8475038646903701
user6,obs_softmax_t0.03,0.8475038646903701,0.728246171032131,0.814,0.8475038646903701
user6,obs_softmax_t0.05,0.8475038646903701,0.728246171032131,0.814,0.8475038646903701
user6,obs_softmax_t0.1,0.8267709375284168,0.777667363797093,0.814,0.8475038646903701
user6,obs_softmax_t0.2,0.7824861325816131,0.8131239002347566,0.814,0.8475038646903701
user6,obs_softmax_t0.5,0.6837319268891516,0.8218359307741088,0.814,0.8475038646903701
user6,obs_softmax_t1.0,0.6453578248613259,0.8043677740961452,0.814,0.8475038646903701
user6,train_majority_prior,0.6116213512776212,0.787178364599213,0.814,0.8475038646903701
user6,best_train_user_by_observed_1000,0.8475038646903701,0.728246171032131,0.814,0.8475038646903701
user6,oracle_best_single_train_user_eval,0.8475038646903701,,0.814,0.8475038646903701
user7,obs_softmax_t0.01,0.6206238064926798,0.655961111751026,0.537,0.8009457124670365
user7,obs_softmax_t0.03,0.7976720923888333,0.8120793056900362,0.537,0.8009457124670365
user7,obs_softmax_t0.05,0.8376830044557607,0.845461947793698,0.537,0.8009457124670365
user7,obs_softmax_t0.1,0.8576884604892243,0.858861871615195,0.537,0.8009457124670365
user7,obs_softmax_t0.2,0.8603255433299991,0.8597553560374542,0.537,0.8009457124670365
user7,obs_softmax_t0.5,0.8625079567154679,0.8587314940684574,0.537,0.8009457124670365
user7,obs_softmax_t1.0,0.8625079567154679,0.8587314940684574,0.537,0.8009457124670365
user7,train_majority_prior,0.8625079567154679,0.8587314940684574,0.537,0.8009457124670365
user7,best_train_user_by_observed_1000,0.6206238064926798,0.655961111751026,0.537,0.8009457124670365
user7,oracle_best_single_train_user_eval,0.8009457124670365,,0.537,0.8009457124670365
user8,obs_softmax_t0.01,0.6799127034645812,0.5637513070394894,0.572,0.789760843866509
user8,obs_softmax_t0.03,0.6799127034645812,0.5637513070394894,0.572,0.789760843866509
user8,obs_softmax_t0.05,0.7875784304810403,0.7273478076781685,0.572,0.789760843866509
user8,obs_softmax_t0.1,0.841047558425025,0.8232984884830332,0.572,0.789760843866509
user8,obs_softmax_t0.2,0.8450486496317178,0.841308026474076,0.572,0.789760843866509
user8,obs_softmax_t0.5,0.840138219514413,0.8486053298602916,0.572,0.789760843866509
user8,obs_softmax_t1.0,0.840138219514413,0.8486053298602916,0.572,0.789760843866509
user8,train_majority_prior,0.840138219514413,0.8486053298602916,0.572,0.789760843866509
user8,best_train_user_by_observed_1000,0.6799127034645812,0.5637513070394894,0.572,0.789760843866509
user8,oracle_best_single_train_user_eval,0.789760843866509,,0.572,0.789760843866509
user9,obs_softmax_t0.01,0.6797308356824588,0.5472813395819242,0.558,0.7444757661180322
user9,obs_softmax_t0.03,0.7001000272801673,0.5845622802085987,0.558,0.7444757661180322
user9,obs_softmax_t0.05,0.7660270982995362,0.7200079351833144,0.558,0.7444757661180322
user9,obs_softmax_t0.1,0.780576520869328,0.7690247301012834,0.558,0.7444757661180322
user9,obs_softmax_t0.2,0.779667181958716,0.7745767963234627,0.558,0.7444757661180322
