estimator,q,balanced_accuracy,accuracy,nll,brier,auroc,runtime_seconds
grouped_residual_irt_pca_quantile_g8_t035_rp100,100,0.7859629470451452,0.8174644868454233,0.44319477599676965,0.13161865008794202,0.8829977911504148,0.44937552606253917
grouped_residual_irt_pca_quantile_g8_t035_rp200,100,0.7859629470451452,0.8174644868454233,0.44319449108852127,0.13161855027685646,0.8829978520714801,0.4593051846875369
grouped_residual_irt_pca_quantile_g8_t030_rp100,100,0.7858241337497551,0.8171860553080609,0.4431610780943678,0.13160527151245166,0.8829592949986814,0.4412017444999776
grouped_residual_irt_pca_quantile_g8_t030_rp200,100,0.7858241337497551,0.8171860553080609,0.4431607862965624,0.1316051700263327,0.8829593611463483,0.4403092061874361
grouped_residual_irt_pca_quantile_g16_t035_rp100,100,0.7856906097251143,0.8171808018828276,0.4435725118603846,0.13173821149718465,0.8830081869272606,0.4897649141250042
grouped_residual_irt_pca_quantile_g16_t035_rp200,100,0.7856906097251143,0.8171808018828276,0.4435723677533525,0.13173817005662503,0.8830087496745525,0.5120642165624929
grouped_residual_irt_pca_quantile_g16_t030_rp100,100,0.7855982578053133,0.8171282676304951,0.44352699210308455,0.1317200235175894,0.8829821849298729,0.45611784787502074
grouped_residual_irt_pca_quantile_g16_t030_rp200,100,0.7855911149481705,0.8171230142052618,0.4435268212621654,0.13171996992007412,0.8829823333842551,0.48472126243751745
grouped_residual_irt_pca_quantile_g16_t025_rp100,100,0.7852130987876533,0.8171755484575943,0.44348573655199747,0.1317041058186118,0.8829350316216172,0.4525939460000359
grouped_residual_irt_pca_quantile_g16_t025_rp200,100,0.7852091500891444,0.817170295032361,0.4434855292490994,0.1317040368503616,0.8829357827845195,0.4520492936875087
