estimator,q,balanced_accuracy,accuracy,nll,brier,auroc,runtime_seconds
grouped_residual_irt_pca_quantile_g8_t025_rp100_twopl_hybrid_w60_40,100,0.7873768696278011,0.8157203496679836,0.4456460750745955,0.13193818380822603,0.8830431454139269,0.4247594745000498
grouped_residual_irt_pca_quantile_g8_t025_rp200_twopl_hybrid_w60_40,100,0.7873768696278011,0.8157203496679836,0.44564585380346877,0.13193810572344378,0.8830430562433567,0.4173907840000055
grouped_residual_irt_pca_quantile_g8_t030_rp100_twopl_hybrid_w60_40,100,0.7872965126663986,0.8156625619904178,0.44566901929565067,0.13194851942278424,0.8829592985704149,0.42594936356252333
grouped_residual_irt_pca_quantile_g8_t030_rp200_twopl_hybrid_w60_40,100,0.7872965126663986,0.8156625619904178,0.44566880475562165,0.1319484440284817,0.8829593620371566,0.43031454756257403
grouped_residual_irt_pca_quantile_g8_t030_rp200_twopl_hybrid_w80_20,100,0.7865663961513892,0.8170126922753636,0.44427915221852066,0.13175758074341812,0.8829593637514435,0.43104833325001835
grouped_residual_irt_pca_quantile_g8_t030_rp100_twopl_hybrid_w80_20,100,0.7865620236874183,0.8170074388501303,0.4442794108875569,0.13175767160073343,0.882959294115137,0.41835533618751697
grouped_residual_irt_pca_quantile_g8_t030_rp100_twopl_hybrid_w70_30,100,0.7865456218694592,0.816229931915609,0.44493620807068035,0.13184828982727506,0.8829592983314191,0.4210899570625628
grouped_residual_irt_pca_quantile_g8_t030_rp200_twopl_hybrid_w70_30,100,0.7865456218694592,0.816229931915609,0.4449359700380322,0.1318482060971929,0.8829593664250924,0.43206668918747937
grouped_residual_irt_pca_quantile_g8_t025_rp100_twopl_hybrid_w70_30,100,0.786523835413754,0.8162877195931747,0.44491223477795944,0.13183758440756096,0.8830430921398186,0.4285815811874727
grouped_residual_irt_pca_quantile_g8_t025_rp200_twopl_hybrid_w70_30,100,0.786523835413754,0.8162877195931747,0.4449119907380529,0.1318374983937452,0.8830430335825615,0.4196172330625103
