estimator,q,balanced_accuracy,accuracy,nll,brier,auroc,runtime_seconds
grouped_residual_irt_pca_quantile_g8_t025_rp100_twopl_hybrid_w60_40,100,0.7873768696278011,0.8157203496679836,0.4456460750745955,0.13193818380822603,0.8830431454139269,0.4247594745000498
grouped_residual_irt_pca_quantile_g8_t025_rp200_twopl_hybrid_w60_40,100,0.7873768696278011,0.8157203496679836,0.44564585380346877,0.13193810572344378,0.8830430562433567,0.4173907840000055
grouped_residual_irt_pca_quantile_g8_t030_rp100_twopl_hybrid_w60_40,100,0.7872965126663986,0.8156625619904178,0.44566901929565067,0.13194851942278424,0.8829592985704149,0.42594936356252333
grouped_residual_irt_pca_quantile_g8_t030_rp200_twopl_hybrid_w60_40,100,0.7872965126663986,0.8156625619904178,0.44566880475562165,0.1319484440284817,0.8829593620371566,0.43031454756257403
grouped_residual_irt_pca_quantile_g8_t030_rp200_twopl_hybrid_w80_20,100,0.7865663961513892,0.8170126922753636,0.44427915221852066,0.13175758074341812,0.8829593637514435,0.43104833325001835
grouped_residual_irt_pca_quantile_g8_t030_rp100_twopl_hybrid_w80_20,100,0.7865620236874183,0.8170074388501303,0.4442794108875569,0.13175767160073343,0.882959294115137,0.41835533618751697
grouped_residual_irt_pca_quantile_g8_t030_rp100_twopl_hybrid_w70_30,100,0.7865456218694592,0.816229931915609,0.44493620807068035,0.13184828982727506,0.8829592983314191,0.4210899570625628
grouped_residual_irt_pca_quantile_g8_t030_rp200_twopl_hybrid_w70_30,100,0.7865456218694592,0.816229931915609,0.4449359700380322,0.1318482060971929,0.8829593664250924,0.43206668918747937
grouped_residual_irt_pca_quantile_g8_t025_rp100_twopl_hybrid_w70_30,100,0.786523835413754,0.8162877195931747,0.44491223477795944,0.13183758440756096,0.8830430921398186,0.4285815811874727
grouped_residual_irt_pca_quantile_g8_t025_rp200_twopl_hybrid_w70_30,100,0.786523835413754,0.8162877195931747,0.4449119907380529,0.1318374983937452,0.8830430335825615,0.4196172330625103
grouped_residual_irt_pca_quantile_g8_t025_rp100_twopl_hybrid_w80_20,100,0.7865082994424196,0.8172753635370261,0.4442551547586356,0.13174698288901768,0.8830431426797248,0.4303196233749702
grouped_residual_irt_pca_quantile_g8_t025_rp200_twopl_hybrid_w80_20,100,0.7865065281873589,0.8172753635370261,0.44425489128583384,0.1317468903990463,0.8830430409034398,0.4191338932500628
grouped_residual_irt_pca_quantile_g8_t030_rp100_twopl_hybrid_w90_10,100,0.786137884505071,0.8171440279061949,0.44368892488389144,0.1316766660069523,0.8829592941078732,0.4192880756249764
grouped_residual_irt_pca_quantile_g8_t030_rp200_twopl_hybrid_w90_10,100,0.7861307416479282,0.8171387744809616,0.44368864832886157,0.13167656923096166,0.8829593638272735,0.43483024150002336
grouped_residual_irt_pca_quantile_g8_t025_rp100_twopl_hybrid_w90_10,100,0.7859350301069263,0.8171230142052618,0.44366512028679955,0.1316663805166777,0.8830431410686203,0.42791517199999873
grouped_residual_irt_pca_quantile_g8_t025_rp200_twopl_hybrid_w90_10,100,0.7859350301069263,0.8171230142052618,0.44366484060165473,0.13166628300343944,0.8830430232923565,0.41914754818745337
grouped_residual_irt_pca_quantile_g8_t030_rp100,100,0.7858241337497551,0.8171860553080609,0.4431610780943678,0.13160527151245166,0.8829592949986814,0.4276987266250529
grouped_residual_irt_pca_quantile_g8_t030_rp200,100,0.7858241337497551,0.8171860553080609,0.4431607862965624,0.1316051700263327,0.8829593611463483,0.4282223053750158
grouped_residual_irt_pca_quantile_g8_t025_rp100,100,0.784753891597887,0.8173541649155249,0.44313844886738196,0.13159577575713968,0.8830431418196951,0.42554543900000397
grouped_residual_irt_pca_quantile_g8_t025_rp200,100,0.7847467487407441,0.8173489114902917,0.44313815607524176,0.1315956746735132,0.8830430513056808,0.4265056469375139
grouped_residual_irt_pca_quantile_g8_t025_rp100_twopl_hybrid_w60_40,200,0.7922371120849041,0.8198588624226498,0.43985332605927335,0.1292739194050022,0.8859573663894705,0.850486899250015
grouped_residual_irt_pca_quantile_g8_t025_rp200_twopl_hybrid_w60_40,200,0.7922329264433289,0.819853564465542,0.4398528861054593,0.1292737632329855,0.8859578004823361,0.8345905214375051
grouped_residual_irt_pca_quantile_g8_t030_rp100_twopl_hybrid_w60_40,200,0.7922301921001211,0.8198164787657879,0.43986932413464247,0.12928187983844375,0.885995855216412,0.8539684806249994
grouped_residual_irt_pca_quantile_g8_t030_rp200_twopl_hybrid_w60_40,200,0.7922301921001211,0.8198164787657879,0.43986888765277976,0.12928172485263278,0.8859958425383654,0.8598155405625221
grouped_residual_irt_pca_quantile_g8_t025_rp100_twopl_hybrid_w70_30,200,0.7922090269469031,0.8199118419937272,0.4390098843641427,0.12913230517698415,0.8859650337929795,0.8569039103124538
grouped_residual_irt_pca_quantile_g8_t025_rp200_twopl_hybrid_w70_30,200,0.7922090269469031,0.8199118419937272,0.439009401411789,0.1291321344561259,0.8859654395283347,0.8378353026250096
grouped_residual_irt_pca_quantile_g8_t030_rp100_twopl_hybrid_w70_30,200,0.7922056627573482,0.8199065440366194,0.4390248151376146,0.12913968401014173,0.8859990430666301,0.8416776095000529
grouped_residual_irt_pca_quantile_g8_t030_rp200_twopl_hybrid_w70_30,200,0.7922056627573482,0.8199065440366194,0.43902433390206314,0.12913951355353978,0.8859990325133554,0.8627255578125101
